"episodeSeqNum","showCode","episodeNum","airDate","url","episodeTitle","episodeSummary","audioUrl","frameRateHz","numChannels","durationSecs","notes"
"560","ftn","52","2016-08-14","https://archive.org/download/ShitlordNews","One year anniversary",,"https://archive.org/download/FashTheNation/FashTheNation52.mp3",NULL,NULL,NULL,
"561","ftn","54","2016-08-27","https://archive.org/download/ShitlordNews","Alt Right vs Alt Lite",,"https://archive.org/download/FashTheNation/FashTheNation54.mp3",NULL,NULL,NULL,
"562","ftn","55","2016-09-03","https://archive.org/download/ShitlordNews","Spectre, Jayoh de la Rey & Ryan Faulk",,"https://archive.org/download/FashTheNation/FashTheNation55.mp3",NULL,NULL,NULL,
"563","ftn","56","2016-09-10","https://archive.org/download/ShitlordNews","Paul Kersey",,"https://archive.org/download/FashTheNation/FashTheNation56.mp3",NULL,NULL,NULL,
"564","ftn","57","2016-09-17","https://archive.org/download/ShitlordNews","Shitlib Tears","With 52 days until the election and just 9 days until the first debate, we’ve had yet another high-energy week, especially with regard to polling, but also because of the yuuuge deluge of cuck and shitlib tears. McFeels and Halberstram are joined this week by Hannibal Bateman of Radix Journal to discuss the latest developments in the U.S. Presidential race. Hail Kek! ","https://archive.org/download/FashTheNation/FashTheNation57.mp3",NULL,NULL,NULL,
"565","ftn","58","2016-09-24","https://archive.org/details/FashTheNation58","Alt-Right vs. Alt-Wrong","McFeels is joined by Lauritz von Guildhausen (filling in for Halberstram) along with Greg Johnson, and our very own Bo Snerdley, Tharru Larbi of Kulturkampf. Join us as we discuss the upcoming presidential debate/showdown, cuck knee-bending, Obama’s legacy, and the degenerate pink elephant in the room, Milo Yiannopoulos. It’s all ahead on Fash the Nation.","https://archive.org/download/FashTheNation58/FashTheNation58Stereo.mp3",NULL,NULL,NULL,
"566","ftn","59","2016-10-01","https://archive.org/details/FashTheNation59","Extremist Entryism","McFeels and Halberstram talk debates, polling, and Alicia Machado in the first hour and are joined by Dr. David Duke in hour two to discuss his Louisiana Senate race, saving Andrew Jackson, and his cautious endorsement of Steven Crowder. Then, in hour 3 McFeels and Halberstram discuss Democratic panic and how this election isn’t really about the candidates, but more of a referendum on faggotry (h/t Bulbasaur).","https://archive.org/download/FashTheNation59/FashTheNation59Stereo.mp3",NULL,NULL,NULL,
"567","ftn","69","2016-12-10","https://archive.org/details/FashTheNation69","Left-Wing Conspiracy Theories","With the Trump transition team shaping up to be a mixed bag of Trump loyalists, kayaks, and party establishmentarians, McFeels and Halberstram provide their unparalleled insights and analysis on Trump’s latest picks in hour one. In hour two, they’re joined by Fortune 500 executive and former congressional candidate, Paul Nehlen, for an exclusive first-time Alt Right interview. There they take a look back at Nehlen’s race against globalist cuckold par excellence, Paul Ryan, his perspective on Trump’s victory, and what the future holds. In hour 3, McFeels and Halberstram return to their usual format to discuss the latest of many burgeoning left-wing conspiracy theories, most prominently,#FakeNews and the absurd narrative that “Russia hacked the U.S. election”. It’s all ahead on Fash the Nation!","https://archive.org/download/FashTheNation69/069-FashTheNation.mp3",NULL,NULL,NULL,
"568","ftn","71","2016-12-31","https://archive.org/details/FashTheNation71","Transition Tension","Join McFeels and Halberstram for the fastest 3 hours in shitlord media – including an interview with special guest, Baked Alaska, in hour 2, as we bring you yet another exciting edition of America’s Favorite Republican Podcast, FASH THE NATION.","https://archive.org/download/FashTheNation71/071-FashTheNation.mp3",NULL,NULL,NULL,
"569","ftn","66","2016-11-19","https://archive.org/details/FashTheNation66","Shoah the Nation 2.0","With Halberstram on break this week, McFeels is joined by Seventh Son and Mike Enoch of the Daily Shoah for a tremendous 3+ hour episode of SHOAH THE NATION. ","https://archive.org/download/FashTheNation66/66-Fash%20The%20Nation%20-%20Stereo.mp3",NULL,NULL,NULL,
"570","ftn","64","2016-11-05","https://archive.org/details/FashTheNation64","They Live!","Join McFeels and Halberstram, as they take a look back at one of the highest energy weeks of the campaign, and take a look ahead at the 4 short days we have left until the 18 month-long slog to elect Donald Trump and have any hope of saving White America is one for the history books. What happens next is truly in Kek’s hands. It’s all ahead on Fash the Nation.","https://archive.org/download/FashTheNation64/064-FashTheNation-Stereo.mp3",NULL,NULL,NULL,
"571","ftn","70","2016-12-18","https://archive.org/details/FashTheNation70","Soft Coup (For You)","With allegations of Russian hacking hitting a crescendo on Friday, culminating with Barry Soetoro cucking his party faithful at the last press conference of what has been the most glorious year of our lifetimes, Donald Trump is fully expected to secure the requisite number of electoral votes needed to ascend to his rightful throne as God Emperor. Join McFeels and Halberstram for the fastest 3 hours in shitlord media, as we bring you yet another exciting edition of America’s Favorite Republican Podcast, FASH THE NATION.","https://archive.org/download/FashTheNation70/070-FashTheNation.mp3",NULL,NULL,NULL,
"572","ftn","72","2016-01-08","https://archive.org/details/FashTheNation72","What in the World is Esteban Santiago?","Seventh Son fills in for Halberstram this week to discuss one White Hispanic man’s epic cross-continental adventure that ends in a killing spree, Nothing to See Here in Chicago, Russian hacking, the latest developments in Trump’s presidential transition, as well as plenty of off-topic discussion in another exciting edition of America’s #1.5 Republican Podcast. If it’s Sunday, it’s FASH THE NATION!","https://archive.org/download/FashTheNation72/072-FashTheNation.mp3",NULL,NULL,NULL,
"573","ftn","62","2016-10-22","https://archive.org/details/FashTheNation62","Drain The Swamp","It’s been another high-energy, white-pilled week as McFeels, Halberstram, and Weev discuss anomalous polling, debate recap, Trump’s Putsch, election rigging, cuck PTSD, and what comes next. It’s all ahead on Fash the Nation.","https://archive.org/download/FashTheNation62/62-FashTheNation-Stereo.mp3",NULL,NULL,NULL,
"574","ftn","67","2016-11-26","https://archive.org/details/FashTheNation67","Thanksgiving Weekend “Best of” FTN Special","On behalf of Fash the Nation, we’d like to wish you all a very Happy Thanksgiving. In lieu of a show this week, we’ve put together some highlights from the past year to include excerpts from our election coverage, topical issues, and interviews. So kick back and enjoy our Thanksgiving Weekend “Best of” Fash the Nation Special. ","https://archive.org/download/FashTheNation67/67-FashTheNation.mp3",NULL,NULL,NULL,
"575","ftn","68","2016-12-03","https://archive.org/details/FashTheNation68","Double Down on Brown","After a week off, McFeels and Halberstram return with special guest and TDS death panelist, Raiden, in our patented kayak-free format. Get ready for 3 full hours of high-energy content, as we bring you up to speed on all the late-breaking developments on the Trump transition team, Democrats in disarray – including our favorite pick for DNC Chairman, Keith “Gibs Me Dat Black Ethnostate” Ellison, as well as #FakeNews, Mitt Romney’s prospects, and news from Europe. It’s all ahead on Fash the Nation! ","https://archive.org/download/FashTheNation68/68-FashTheNation.mp3",NULL,NULL,NULL,
"576","ftn","63","2016-10-29","https://archive.org/details/FashTheNation63","FBImWithHer","As polls began to shift dramatically in Trump’s direction throughout the week, culminating with the FBI’s Friday announcement to re-investigate Hillary Clinton, we’ve reached levels of white pilling none of us that were possible. In the ensuing deluge of shitlib tears, we’re now witnessing what we expect will be a resounding triumph of nationalism over globalism in just 9 short days. It’s all ahead on Fash the Nation!","https://archive.org/download/FashTheNation63/063-FashTheNation-Stereo.mp3",NULL,NULL,NULL,
"577","ftn","37","2016-05-01","https://archive.org/download/ShitlordNews","Dark Enlightenment",,"https://archive.org/download/ShitlordNews/Week%2037_%20Dark%20Enlightenment.mp3",NULL,NULL,NULL,
"578","hm","1","2017-02-02","https://archive.org/details/soundcloud-303757850","French Bread And Western Civilization","For our first episode, we introduce ourselves and discuss religion, relationships, hierarchy, femininity, ethnonationalism, and more. This was our first try at pod-casting, so we were a little nervous at the beginning of the show. Fair warning. We hope you enjoy it. Recipe of the week: http://www.bettycrocker.com/recipes/gold-medal-classic-french-bread/ca03182a-5970-44a3-83b5-3c719b852dac Nationalism for all, not imperial homogeneity: http://faithandheritage.com/2017/01/nationalism-for-all-not-imperial-homogeneity/ Christ is not a victim (audio): http://audio.ancientfaith.com/redeemingtime/rtt_2017-01-02.mp3",,NULL,NULL,NULL,"For consistency, dates are taken from Identity Dixie and appear to lag a few days behind originals"
"579","hm","2","2017-02-11","https://archive.org/details/soundcloud-304872420","Snickerdoodle Swastikas","For our second episode we discuss egg freezing, home schooling, and prayer. We give realistic ways to affect the world around you in a positive manner, and Julia takes up a new mantra: Always assert yourself. Recipe of the Week: http://sallysbakingaddiction.com/2013/05/19/soft-thick-snickerdoodles-in-20-minutes/",,NULL,NULL,NULL,
"580","hm","3","2017-02-15","https://archive.org/details/soundcloud-305933174","Funfetti and Brimstone","We have a very special episode this week. For the first hour, Julia and Rachel discuss white sharia before moving on to breastfeeding, the importance of choosing the right place to give birth, teaching children practical things, and more. Rachel starts a new Biblical segment this week. ***Julia makes a small mistake during this segment. The Orthodox Study Bible has an NKJV New Testament. *** For the second hour, we have Florian Geyer on to discuss Orthodox Christianity. He gives us a brief history of Orthodoxy and what led to the schism and the differences between modern Catholicism and Orthodoxy. We talk about Orthodoxy in the home, a future western Orthodox Church, and we address the Protestant question. Our recipe of the week segment was voiced by Greve Hans, who did a fantastic job: sallysbakingaddiction.com/2015/05/27/f…-layer-cake/",,NULL,NULL,NULL,
"581","hm","4","2017-02-27","https://identitydixie.com/2017/02/27/helicopter-mom-episode-4-spaghetti-posting/","Spaghetti Posting","For the fourth episode of Helicopter Mom, We discuss websites that cater to moms (and why they are typically garbage), answer listener mail, discuss boomers, and more. Recipe of the week: allrecipes.com/recipe/213742/meatball-nirvana/",,NULL,NULL,NULL,
"582","hm","5","2017-03-01","https://identitydixie.com/2017/03/01/helicopter-mom-episode-5-burn-heretics-not-bread/","Burn Heretics Not Bread",,,NULL,NULL,NULL,
"583","hm","6","2017-03-04","https://identitydixie.com/2017/03/04/helicopter-mom-episode-6-scones-and-stacy-nationalism/","Scones and Stacy Nationalism",,,NULL,NULL,NULL,
"584","hm","7","2017-03-10","https://identitydixie.com/2017/03/10/helicopter-mom-episode-7-soft-baked-nationalism/","Soft Baked Nationalism",,,NULL,NULL,NULL,
"585","hm","8","2017-03-12","https://identitydixie.com/2017/03/12/helicopter-mom-episode-8-god-hates-fags/","God Hates Fags",,,NULL,NULL,NULL,
"586","hm","9","2017-03-18","https://identitydixie.com/2017/03/18/helicopter-mom-episode-9-i-want-to-believe/","I Want to Believe",,,NULL,NULL,NULL,
"587","hm","10","2017-04-11","https://identitydixie.com/2017/04/11/helicopter-mom-episode-10-raising-goats-with-volkmom/","Raising Goats with Volkmom","Helicopter Mom is a Christian, right wing, and Traditionalist podcast. Your hosts this week are Julia, Rachel, and Madeleine. Our Intern, Evelyn, is helping out behind the scenes. We are also joined by Volkmom, aka Sharon, to talk about her experiences as a homesteader and mom.",,NULL,NULL,NULL,
"588","hm","11","2017-04-11","https://identitydixie.com/2017/04/11/helicopter-mom-episode-11-an-episode-on-fatherhood-with-doc-savage/","An Episode on Fatherhood with Doc Savage","Helicopter Mom is a Christian and Traditionalist podcast. This week your hosts are Julia, Madeleine, intern Evelyn, and guest Doc Savage of Mysterium Fasces. Rachel could not make it.",,NULL,NULL,NULL,
"589","hm","12","2017-04-16","https://identitydixie.com/2017/04/16/helicopter-mom-episode-12-mom-stuff-with-french-dressing/","Mom Stuff with French Dressing","This week on Helicopter Mom, your hosts are Julia, Madeleine, and guest Fench Dressing aka Hayley. We discuss a lot of mom stuff, as well as gardening and a bit about politics. Rachel and intern Evelyn could not make it this week, unfortunately, but both will be back next week for both episodes. Recipes: Lamb cake: www.midcenturymenu.com/2012/03/10-ti…-lambie-cake/ Scalloped Potatoes: www.delish.com/cooking/recipes/a…-potatoes-recipe/ Homemade Bicuits: www.bettycrocker.com/recipes/gold-m…-3b2930003193#! Chocolate Gravy: allrecipes.com/recipe/187298/sou…-chocolate-gravy/",,NULL,NULL,NULL,
"590","hm","13","2017-04-23","https://identitydixie.com/2017/04/23/helicopter-mom-episode-13-madeleines-tortellini/","Madeleine's Tortellini","This week on Helicopter Mom, your hosts are Julia, Rachel, and Madeleine. And of course, our wonderful intern, Evelyn. Rachel has to leave during the second hour, and in her absence Madeleine and Julia get very blackpilled. We learned that Rachel is the sunshine of the show. Recipes: http://philosokitchen.com/homemade-tortellini-traditional/   http://simplygloria.com/basic-cream-sauce/",,NULL,NULL,NULL,"13summary.txt"
"591","hm","14","2017-04-24","https://identitydixie.com/2017/04/24/helicopter-mom-episode-14-a-very-hip-episode/","A Very Hip Episode","This week on Helicopter Mom, your hosts are Julia and Rachel. Madeleine could not make it. Evelyn is working diligently in the background, and also joins in for a while. We have two fantastic guests this week: Nikko aka NaCl Wife, and French Dressing returns.",,NULL,NULL,NULL,"14summary.txt"
"592","hm","16","2017-05-16","https://identitydixie.com/2017/05/16/helicopter-mom-episode-16-girl-talk/","Girl Talk","This week on Helicopter Mom, your host is Julia. Friend of the show, Nikko, returns to talk mom stuff and relationships. We discuss Mother’s Day, family visits post partum, disciplining children, marriage, IRL meetups, and more. Toward the end, Julia talks about the confidence this podcast has given her in herself. Thank you, listeners, for your support of this show. Credit to Kelly U Gah for the pita breat recipe: www.thekitchn.com/how-to-make-pita…the-kitchn-90844",,NULL,NULL,NULL,
"593","hm","17","2017-05-25","https://identitydixie.com/2017/05/25/helicopter-mom-episode-17-cut-the-cord-raise-chickens/","Cut the Cord, Raise Chickens","This is Helicopter Mom. Your hosts this week are Julia, Rachel, and Intern Evelyn who at this point is becoming a co host. Our guest is Kristen La Faye of the podcast Frauenschaft.",,NULL,NULL,NULL,"17summary.txt"
"594","hm","18","2017-05-30","https://identitydixie.com/2017/05/30/helicopter-mom-episode-18-cathy-princess-mom-science/","Mom Science","This week on Helicopter Mom, your hosts are Julia, Rachel, and Intern Evelyn. Our guest this episode is Dr. Cathy Princess. We discuss Cathy, Eastern Europe, Motherhood, Traditional gender roles, Mom science and more.",,NULL,NULL,NULL,
"595","hm","19","2017-06-07","https://identitydixie.com/2017/06/07/helicopter-mom-episode-19-kelly-u-gah-the-path-forward/","The Path Forward","This is Helicopter Mom, a Christian, right wing, and Traditionalist podcast. Your hosts this week are Julia, Rachel, Evelyn, and our friend Kelly U Gah joins us as a guest. Kelly provides our recipe segment, and does a wonderful job of it of course. And once again, Volkmom has a very professional sounding, very interesting homesteading segment. Thank you so much ladies!",,NULL,NULL,NULL,
"596","hm","20","2017-06-15","https://identitydixie.com/2017/06/15/helicopter-mom-episode-20-vittoria-herbalism-in-the-momarchy/","Herbalism in the Momarchy","Helicopter Mom is a Christian, right wing, and Traditionalist podcast. Your hosts this week are Julia, Rachel, Evelyn, and our friend Vittoria Morecraft joins us as a guest. Evelyn provides our recipe segment this week.",,NULL,NULL,NULL,
"597","hm","21","2017-06-22","https://identitydixie.com/2017/06/22/helicopter-mom-episode-21-ayla-aka-wife-with-a-purpose-rocking-chair-warriors/","Rocking Chair Warriors","Helicopter Mom is Christian, Right Wing, and Traditionalist. This week your hosts are Julia, Rachel, and Evelyn. We had the honor of speaking with Ayla, aka Wife With A Purpose, for the first two portions of the show. In the third section, Julia takes over the bible segment, then throws caution to the wind and tosses the show prep aside toward the end.",,NULL,NULL,NULL,
"598","hm","22","2017-06-27","https://identitydixie.com/2017/06/27/helicopter-mom-episode-22-volkmom-and-kelly-strawberry-wine-nationalism/","Strawberry Wine Nationalism","This is Helicopter Mom. Your host this week is Julia, with guests Volkmom and Kelly U Gah. Rachel sits this one out and Evelyn has to leave pretty early on. We discuss how to make fruit wines, gardening, community, and we brainstorm how to plan wholesome events and help each other homeschool. During our second break, we have a new segment by Evelyn called Ask Mom Squad. If you’d like to submit a topic for Ask Mom Squad, just shoot us an email with “Dear Mom Squad” in the subject line.",,NULL,NULL,NULL,
"599","hm","23","2017-07-05","https://identitydixie.com/2017/07/05/helicopter-mom-episode-23-musonius-rufus-rebel-yell-meets-helicopter-mom/","Rebel Yell Meets Helicopter Mom","Welcome to Helicopter Mom, a Christian, right wing, and Traditionalist podcast. Your hosts this week are Julia, Rachel, and Evelyn. We have a very special guest this week: Musonius Rufus of Rebel Yell. In this episode we discuss traditional courtship, chivalry, and more. The script for our recipe of the week segment was submitted by Jan Bar. A big thanks to him for that.",,NULL,NULL,NULL,
"600","hm","24","2017-07-11","https://identitydixie.com/2017/07/11/helicopter-mom-episode-24-scott-mallett-counter-revolution/","Counter-Revolution","Welcome to Helicopter Mom, a Christian, right wing, and Traditionalist podcast. Your hosts this week are Julia, Rachel, and Evelyn. Our guest this week is Scott Mallett. In this episode, we discuss Counter Revolution. Our segments this week were the Recipe of the Week segment and a brand new segment: Lost Lessons of Ladyhood, by Kelly U. Gah. Kelly did an excellent job. Thank you, Kelly!!!",,NULL,NULL,NULL,
"601","hm","25","2017-07-19","https://identitydixie.com/2017/07/19/helicopter-mom-episode-25-nacl-wife-swpl-moms/","NaCl Wife, Swpl Moms","Welcome to Helicopter Mom. Your hosts this week are Julia, Rachel, and Evelyn. Our guest this week is our friend Nikko. In this episode, we discuss toxic sunscreen, crafts, making a supplemental income as a SAHM, Nikko’s cooking tutorial, putting out kitchen fires, and listener mail. Our segments this week were Lost Lessons of Ladyhood, by Kelly, the Recipe of the Week, by Julia, and Based Bible, by Rachel.",,NULL,NULL,NULL,
"602","hm","27","2017-07-02","https://identitydixie.com/2017/08/02/helicopter-mom-episode-27-borzoi-poz-button-meets-helicopter-mom/","Borzoi Meets Helicopter Mom","Welcome to Helicopter Mom. Your hosts this week are Julia, Rachel, Evelyn, and Kelly. Our guest this week is the Borzoi, Fatherland intern and podcaster. In this episode, we discuss Borzoi’s many podcasts, poz in the media, public schools vs homeschooling, the modern dating scene, Borzoi’s “red pill” story, and more. Our segments this week were Volkmom’s (lovely) Homesteading Segment, the Recipe of the Week, by Julia, and Based Bible, by Rachel.",,NULL,NULL,NULL,
"603","hm","28","2017-08-10","https://identitydixie.com/2017/08/10/helicopter-mom-episode-28-practically-perfect-inter-generaional-perspective/","Inter-Generational Perspective","Welcome to Helicopter Mom. Your hosts this week are Julia, Rachel, Evelyn, and Kelly. Our guest this week is Practically Perfect, here to give us the perspective of an older generation. Our segments this week were Kelly’s Lost Lessons of Ladyhood, the Recipe of the Week, by Julia, and Based Bible, by Rachel.",,NULL,NULL,NULL,"28summary.txt"
"604","hm","30","2017-09-03","https://identitydixie.com/2017/09/03/helicopter-mom-episode-30-sin-no-more/","Sin No More",,,NULL,NULL,NULL,
"605","hm","31","2017-09-24","https://identitydixie.com/2017/09/24/helicopter-mom-episode-31-marcus-and-fiona-hale-climbing-mountains/","Climbing Mountains","This week Mr. and Mrs. Hale join Julia for this very comfy episode. We talk parenting, homeschooling, Orthodoxy, guns, and etsy.",,NULL,NULL,NULL,
"606","hm","32","2017-10-04","https://identitydixie.com/2017/10/04/helicopter-mom-episode-32-florian-geyer-as-above-so-below/","As Above So Below","Your hosts are Julia and Kelly, and our honored guest this week is Florian Geyer. In this episode, we discuss the importance of putting our faith first, tobacco, photography, kombucha, and more. The reoccurring theme of this episode is reflected in the title. We will be doing a bonus episode soon specifically to catch up on listener mail, but will be releasing every other week other than this.",,NULL,NULL,NULL,
"607","hm","33","2017-10-19","https://identitydixie.com/2017/10/19/helicopter-mom-episode-33-rachels-satanic-panic/","Rachel's Satanic Panic","Your hosts are Julia, Rachel, and Kelly. This week we tackle topics such as holidays, hobbies, family heirlooms, breastfeeding, God’s love and mercy, and the need for set definitions of words.",,NULL,NULL,NULL,
"608","hm","34","2017-11-01","https://identitydixie.com/2017/11/01/helicopter-mom-episode-34-foundation-of-sand/","Foundation of Sand",,,NULL,NULL,NULL,
"609","hm","36","2017-11-29","https://identitydixie.com/2017/11/29/helicopter-mom-episode-36-lynn-returns/","Lynn Returns","Your hosts this week are Julia and Kelly. We are joined by Lynn aka Practically Perfect (@idunnasmom on twitter). In this episode we discuss topics such as inner work, focusing on the local, kids not wanting to attend church, giving children a sense of wonder during Christmas, social shaming/standards, and more.",,NULL,NULL,NULL,
"610","hm","37","2017-12-13","https://identitydixie.com/2017/12/13/helicopter-mom-episode-37-ladies-of-the-culture-war/","Ladies of the Culture War","Helicopter Mom is a Christian and Traditionalist podcast. Your hosts this week are Julia, Rachel, and Kelly. This week we are joined by Molly and Kathryn from the Ladies of the Culture War youtube channel. We discuss their channel and how they got to this point, as well as some mom topics. In the second hour it’s just Julia, Rachel, and Kelly, discussing tips for new moms, party planning, and more.",,NULL,NULL,NULL,
"611","hm","39","2018-01-11","https://identitydixie.com/2018/01/11/helicopter-mom-episode-39-tercio-sombrero-futurism/","Sombrero Futurism","Helicopter Mom is a Christian and Traditionalist podcast. Your hosts this week are Julia, Rachel, and Kelly. This week we are joined by Tercio of the Beyond the Wall podcast. We discuss many topics, very few of which were actually on our topic list. Our “call in” show will be at 7pm eastern on January the 25th.Julia’s blog post on tea: https://helicoptermomcast.wordpress.com/2017/05/19/loose-leaf-tea-why-you-should-try-it/",,NULL,NULL,NULL,
"612","hm","40","2018-01-25","https://identitydixie.com/2018/01/25/helicopter-mom-episode-40-helicopter-moms-first-anniversary/","Helicopter Mom's First Anniversary","Your hosts this week are Julia, Rachel, and Kelly. In this, our 40th episode and one year anniversary, we answer listener mail before getting into some pretty comfy topics.",,NULL,NULL,NULL,
"613","hm","42","2018-02-28","https://identitydixie.com/2018/02/28/helicopter-mom-s2e2-jersey-cows-and-white-weddings/","Jersey Cows and White Weddings","Your hosts this week are Julia and Kelly, joined by Nichole.",,NULL,NULL,NULL,
"614","hm","43","2018-03-17","https://identitydixie.com/2018/03/17/helicopter-mom-s2e3-modesty-and-lent/","Modesty and Lent","Your hosts this week are Julia, Rachel, and Kelly. The main topics in this episode are modesty and Great Lent.",,NULL,NULL,NULL,
"615","hm","44","2018-03-28","https://identitydixie.com/2018/03/28/helicopter-mom-s2e4-unamomers/","Unamomers","Your hosts are Julia, Rachel, and Kelly. In this episode, we discuss wanderlust, attachment parenting, daycare, and related topics. Marinara sauce recipe: https://helicoptermomcast.wordpress.com/2018/03/27/super-easy-marinara-sauce/",,NULL,NULL,NULL,
"616","hm","45","2018-04-11","https://identitydixie.com/2018/04/11/helicopter-mom-s2e5-homeschooling-with-jill/","Homeschooling with Jill","Your hosts are Julia, Rachel, and Kelly. We are joined by a very special guest this week to talk homeschooling. Jill may join us again sometime in the future to discuss topics related to marriage.",,NULL,NULL,NULL,
"617","hm","47","2018-05-23","https://identitydixie.com/2018/05/23/helicopter-mom-s2e7-health-pt-1/","Health Pt 1",,,NULL,NULL,NULL,
"618","hm","49","2018-06-13","https://identitydixie.com/2018/06/13/helicopter-mom-s2e9-jay-dyer/","Jay Dyer","This week we spoke to Jay Dyer. Check out his stuff here: https://jaysanalysis.com/",,NULL,NULL,NULL,
"619","hm","50","2018-06-11","https://identitydixie.com/2018/06/11/helicopter-moms-50th-episode-s2e10/","Internet Mom Culture","Your hosts are Julia and Kelly. This week we discuss internet mom culture and related topics.",,NULL,NULL,NULL,"Date shown on ID out of of order"
"620","hm","51","2018-06-20","https://identitydixie.com/2018/06/20/helicopter-mom-s2e11-rubbish-posting-and-also-some-serious-topics/","Rubbish Posting (And Also Some Serious Topics)","Your hosts are Julia and Kelly. Recipe of the week: https://helicoptermomcast.wordpress.com/2018/06/19/bistec-ranchero/",,NULL,NULL,NULL,
"621","hm","52","2018-06-28","https://identitydixie.com/2018/06/28/helicopter-mom-s2e12-mystery-helicopter-2-friendship-is-magic/","Mystery Helicopter 2: Friendship is Magic","Your hosts this week are Florian, Julia, Rachel, and Kelly. We discuss topics related to spiritual and emotional health, friendship, family bonds, and the hermeneutics of gay suspicion.",,NULL,NULL,NULL,
"622","hm","53","2018-07-05","https://identitydixie.com/2018/07/05/helicopter-mom-s2e13-spiritual-warfare-mystery-helicopter-3/","Spiritual Warfare/Mystery Helicopter 3","Your hosts this week are Florian, Julia, Rachel, and Kelly. We discuss spiritual warfare and finish with a special segment of Kali Yuga News- Helicopter Mom Edition.",,NULL,NULL,NULL,
"623","hm","54","2018-07-19","https://identitydixie.com/2018/07/19/helicopter-mom-s2e14-marriage-with-joe/","Marriage, with Joe","This week, we discuss topics related to marriage with Kelly’s husband, Joe from the fatherland. This is part one. Look for part two next Tuesday.",,NULL,NULL,NULL,
"624","hm","55","2018-07-25","https://identitydixie.com/2018/07/25/helicopter-mom-s2e15-i-am-iron-mom/","I Am Iron Mom","This is part two of our talk with Kelly’s husband, Joe.",,NULL,NULL,NULL,
"625","hm","56","2018-08-01","https://identitydixie.com/2018/08/01/helicopter-mom-s2e16-the-distributist/","The Distributist","For this episode, we spoke with the Distributist about the problems of modernity, the Alt Right, and the right path forward.",,NULL,NULL,NULL,
"626","hm","57","2018-08-29","https://identitydixie.com/2018/08/29/helicopter-mom-episode-57-hammer-mom-slayer-of-commies/","Hammer Mom, Slayer of Commies","This week we name a patron Saint of the podcast, discuss commie tweets, caffeine, white sharia, and more. Our patron Saint is Saint Marina, Great Martyr and Slayer of Demons.",,NULL,NULL,NULL,
"627","hm","58","2018-09-10","https://identitydixie.com/2018/09/10/helicopter-mom-episode-58-third-call-in-show/","Third Call In Show",,,NULL,NULL,NULL,
"628","hm","59","2018-09-26","https://identitydixie.com/2018/09/26/helicopter-mom-episode-59-adam-smith-myth20c-survival-mindset-pt-1/","Adam Smith (Myth20c), Survival Mindset Pt. 1","This week we spoke with Adam Smith from the Myth of the 20th Century podcast about prepping and related topics. This is part one. Part two will be out next week.",,NULL,NULL,NULL,
"629","hm","60","2018-10-05","https://identitydixie.com/2018/10/05/helicopter-mom-episode-60-adam-myth20c-survival-mindset-part-two/","Adam (Myth20c), Survival Mindset Pt 2","This is part two of our conversation with Adam Smith from the Myth of the 20th Century podcast about prepping and related topics.",,NULL,NULL,NULL,
"630","hm","61","2018-10-10","https://identitydixie.com/2018/10/10/helicopter-mom-episode-61-talents/","Talents","This week, Julia and Kelly discuss Julia’s blossoming soundcloud rapper career and also talents.",,NULL,NULL,NULL,
"631","hm","62","2018-10-17","https://identitydixie.com/2018/10/17/helicopter-mom-episode-62-virtue/","Virtue","This week’s episode is on cultivating virtue.",,NULL,NULL,NULL,
"632","hm","63","2018-11-08","https://identitydixie.com/2018/11/08/helicopter-mom-episode-63-qa-part-one/","Moms Are Gay, Q&A Part One","A Helicopter Mom Q&A show. Part one.",,NULL,NULL,NULL,
"633","hm","64","2018-11-16","https://identitydixie.com/2018/11/16/helicopter-mom-episode-64-the-gang-gets-face-tats-qa-part-two/","The Gang Gets Face Tats, Q&A part two",,,NULL,NULL,NULL,
"634","hm","65","2018-11-21","https://identitydixie.com/2018/11/21/helicopter-mom-episode-65-why-did-the-mom-cross-the-road/","Why did the mom cross the road?","In this week’s episode of HM, Julia and Kelly finish answering the questions from the Q&A show and talk about Thanksgiving. Enjoy!",,NULL,NULL,NULL,
"635","hm","66","2018-12-03","https://helicoptermomcast.wordpress.com/2018/12/03/helicopter-mom-episode-66-at-least-we-arent-italian/","At Least We Aren’t Italian",,"https://api.spreaker.com/download/episode/16373163/plastic_couch_covers.mp3",NULL,NULL,NULL,
"636","hm","67","2018-12-06","https://helicoptermomcast.wordpress.com/2018/12/04/helicopter-mom-episode-67-santa-debate-with-jim/","Santa Debate with Jim",,"https://api.spreaker.com/v2/episodes/16383251/download.mp3",NULL,NULL,NULL,
"637","hm","68","2018-12-13","https://helicoptermomcast.wordpress.com/2018/12/12/helicopter-mom-episode-68-no-fun-gang/","No Fun Gang","Part 2 of our talk with Jim.","https://api.spreaker.com/v2/episodes/16455066/download.mp3",NULL,NULL,NULL,
"638","sm","1","2017-12-10","https://therightstuff.biz/2017/12/10/strike-and-mike-episode-1-deconstructing-the-j-left/","Deconstructing The J-left","Welcome to the new TRS paywall show STRIKE and MIKE! Mike Enoch and Eric Striker sit down for 3 hours of the biggest brained content on the alt-right. In this episode we talk about the NPI conference, the populist economic message of the alt-right and how whites are kept on the conservative GOP plantation among other topics. Throughout the entire show Striker uses the term ""J-left"" and refuses to clarify what he means by that.",NULL,NULL,NULL,NULL,"paywall"
